word,tf
몇,3.32
죽인,3.32
도와주,2.0
네이트,1.0
어찌,2.58
건내,2.0
살찌,1.0
마무리,2.0
잠자리,1.0
눕,1.0
자꾸,1.0
생각나,3.32
높,1.0
신작,1.0
섬뜩,1.0
하면서,2.0
잔인,3.0
그나마,2.0
다행,2.0
매일,2.58
표현,3.0
나름,2.58
유쾌,2.58
화지,1.0
엘리스,1.0
해피데스데이,6.21
궁금해하,3.0
두근두근,2.58
상당히,2.58
중독,1.0
적임,1.0
참,2.0
저스,2.0
티스,2.0
리그,2.0
바쁘,2.0
보고,3.58
주관적,1.0
감상,1.0
당신,2.0
의견,1.0
다르,4.17
스포일러,2.58
영화관,3.0
여주,4.46
쫄리,1.0
심장,1.0
깜짝,4.0
씬,3.32
꾀,2.0
그만큼,1.0
재미있,2.58
시원,2.58
성격,3.58
몫,1.0
차지,2.0
보통,3.0
선량,2.0
던지,3.0
굉장,2.0
스타일,1.0
반부,1.0
인물,4.0
제일,2.58
트,4.58
살아나,3.32
점점,4.0
개과천선,2.58
리,3.81
셰,2.0
라인,1.0
클리셰,2.0
의도,1.0
하이틴,1.0
드라마,1.0
연상,1.0
주변인,1.0
꼬,1.0
뻔하,2.0
적당히,1.0
깔끔,1.0
전반적,2.0
평,2.58
후반부,2.0
우연,2.0
식,3.81
대사,2.58
복선,2.58
라면,1.0
타깃,1.0
정하,1.0
뜻,1.0
터널,3.0
놔두,1.0
숨,2.0
당,2.58
위성,1.0
이외,1.0
매우,3.0
친절,2.0
깔,2.0
어려움,1.0
없이,4.0
따라가,1.0
다만,1.0
동기,3.0
부실,1.0
라니,1.0
학생,2.58
불륜,3.58
저지르,1.0
학점,1.0
협박,1.0
하다,4.0
자리,2.58
저러,2.0
허술,2.0
방법,4.7
물론,3.0
다이어트,1.0
알았,1.0
가볍,3.81
매력,3.0
얘기,3.58
블랙홀,2.0
유사,1.0
주가,1.0
해지,2.58
마음,4.17
얻,3.0
마,3.0
의미,1.0
도,2.0
바뀌,3.32
역시,3.58
생,1.0
급,1.0
본지,1.0
됬,1.0
포스,2.0
팅,1.0
깜박,1.0
주말,3.0
포스팅해,1.0
고해,1.0
눈뜨,2.0
있음,3.0
많이,4.32
마시,3.0
깨,4.81
옷,3.0
갈아입,1.0
본인,4.91
꼽,2.0
바,3.0
죽여,1.0
찔리,3.0
당일,3.0
오고,1.0
또한,2.58
벌어지,1.0
동일,1.0
해,3.58
아래,2.0
찝찝,2.0
가요,2.0
치,3.58
복면,2.58
요타,1.0
말대,2.0
하루하루,2.0
폭,1.0
줄이,1.0
연,2.0
결과,2.58
상하,1.0
듯하,1.0
얼,1.0
젠,1.0
간,3.0
직감,1.0
살인마,5.32
느,4.0
넘기,1.0
차라리,2.0
경찰관,2.0
뒷자리,1.0
탑승,1.0
마가,3.0
연료통,1.0
공해,1.0
요해,1.0
엔딩,2.0
그렇게,2.0
넘어가,1.0
갖,2.0
죽이게된것그연쇄살인마가,1.0
실패,2.0
먹이,3.0
피데스,3.0
해피엔딩,3.0
긴하,1.0
본건,1.0
도시,1.0
듯,3.58
원래,2.58
어렵,2.0
운,1.0
앞당기,1.0
그래서,4.17
일인,1.0
적당,1.0
편하,2.0
즐기,2.58
포스팅에,1.0
강력,2.0
예정,1.0
신,2.0
대학교,2.0
다니,3.32
대학생,2.58
열,2.58
주고,2.0
아시,1.0
걸리,3.0
점차,1.0
적응,2.0
그르,1.0
본적,1.0
자가,3.0
성공,3.32
당황,3.0
곰곰히,1.0
사진,3.0
컵케이크,3.32
찾아가,3.0
죽이고,1.0
드디어,1.0
부족하,1.0
봐주,2.0
감사,3.0
공감,2.0
추가,1.0
글로,1.0
말씀하,1.0
답,1.0
대중,2.0
박,2.58
유랑,2.0
기이,2.0
현재,1.0
예매,3.0
귀신,3.32
검색,2.0
색다르,2.58
선택,2.58
반전,4.46
빠르,2.0
맘,3.0
포스팅할게,1.0
롯데,3.0
시네마,3.0
대형,2.58
스크린,3.0
설치,1.0
압구정,2.0
잠실,1.0
규모,1.0
일부,1.0
시작하,3.0
스크롤,1.0
역,3.0
활,2.0
테,2.0
금발,2.0
염색,2.0
매력적,1.0
어울리,1.0
비롯,1.0
연기력,2.0
넘치,2.0
구성,2.0
시원시원,1.0
사이다,4.0
