word,tf
미래,1.0
연기파,1.0
예약,1.0
완전,3.32
홀리,2.58
후유증,3.0
자꾸,4.81
호,2.58
코미디,1.0
인터뷰,3.32
부분,5.81
심히,2.58
앞부분,1.0
코믹,1.0
농,1.0
기구,1.0
이용,1.0
혼자,2.0
터지,3.32
이건,3.32
몇몇,1.0
기사,2.58
본,3.32
급,3.0
어째서,2.0
등급,3.0
한번,3.0
너무나,2.0
정신과,1.0
신체,1.0
쉬,1.0
있었,4.0
지원,1.0
간만,2.58
무겁,1.0
후기,4.58
스포,5.7
빠뜨리,1.0
제목,2.0
곡하,1.0
울,6.21
뜻,4.17
역시,5.25
평론가,2.0
높으,1.0
지루,2.58
튀,1.0
빠져들,2.0
마,4.81
스틸,2.0
컷,2.58
대화,3.81
유투브,2.0
깨닫,2.58
모양,3.32
열매,2.0
식물,3.0
요건,2.0
얼핏,1.0
해골,3.0
마지막,5.91
걸리,5.0
덫,5.39
무명,8.15
걷,2.58
처음,5.58
젊,3.0
다가오,3.32
돌,4.81
그냥,5.58
만하,3.0
얘기,4.17
이때,5.09
강하,2.58
믿음,4.32
해결해야겠다,1.0
자라,2.0
솔깃하,1.0
반면,2.0
꿈,4.58
현실,3.0
짐승,2.0
특성,1.0
동네,4.46
범인,5.46
경험,1.0
강원,1.0
주인,2.0
예상치,1.0
자연현상,1.0
어쩌,2.0
포기,1.0
기회,1.0
일본어,3.58
조카,3.58
성직자,3.32
양이삼,5.25
셋,3.0
가늘,1.0
사망,3.81
생전,3.32
사진,6.49
물건,4.58
실내화,3.81
돌아가,5.64
추궁,1.0
잃어버리,1.0
악마,6.95
쫓,4.17
들어오,3.81
구하,3.58
행동,4.7
용하,4.0
점쟁이,1.0
오로지,1.0
신신당부,1.0
부정,2.0
타,4.0
그런데,3.81
수록,2.0
괴로워하,4.7
그만,3.32
하라,2.58
망치,1.0
교차,4.0
공격,4.46
근데,3.58
원래,3.0
한패,4.0
보내,3.32
망친,1.0
점괘,2.0
아예,2.0
지배,1.0
착하,3.0
쪽,4.32
광도,1.0
넘,4.17
이제,4.17
확신,5.46
갖,3.32
가족,6.29
후의,1.0
보관,2.0
패,3.32
밝혀지,2.58
이미,5.0
운동복,1.0
옷,4.7
갈아입,3.0
일본식,1.0
속옷,3.58
바뀌,3.0
지경,1.0
삼이,4.0
변하,4.46
천주교,2.0
손,4.81
바닥,2.58
구멍,2.58
뚫리,1.0
대상,3.0
표현,4.0
대로,2.0
조롱,2.0
위,4.46
상대방,1.0
신일,1.0
수도,1.0
밝히,2.58
시험,1.0
여행,3.0
설치,3.0
닭,6.46
기다리,3.0
라,4.7
무명도,1.0
확실히,3.0
잡귀,1.0
감추,1.0
베드로,4.0
예수,5.25
부인,3.81
후회,1.0
성경,4.0
연관,3.58
양이,2.58
미,3.32
끼,4.0
아끼,2.0
겁,4.32
먹,5.46
추격,3.32
황해,1.0
재밌,4.58
한편,4.0
구절,4.46
예고편,2.58
뜨,3.32
끄,1.0
없다,2.0
제복,2.0
어울리,1.0
분위기,3.32
음산,2.0
원인,4.0
형사,4.32
오르,2.58
뒤덮,1.0
상영,3.0
지나,3.0
해결,2.58
분량,2.0
적지,2.0
중요,3.58
고,3.32
주인공,3.0
알려주,2.0
듯,5.25
젖,1.0
촬영,2.58
고생,1.0
필사적,2.0
노력,2.0
사랑,2.0
치료,3.0
부성애,2.0
카리스마,2.0
역의,1.0
쿠,4.91
무,6.25
인줄,1.0
속인,2.58
살리,4.81
최후,1.0
방법,3.32
종,3.32
구역,1.0
악역,1.0
캐릭터,3.81
이번,4.0
물불,1.0
멋지,1.0
소화,1.0
나중,3.0
말리,3.81
금어,2.0
초,3.0
소름,2.58
히로인,1.0
빙,1.0
다물,1.0
왜,5.58
놓치,3.81
안되,3.32
한국형,1.0
줄거리,5.39
및,2.58
주관적,2.58
네이버,3.58
잠정적,3.0
걷잡,3.0
퍼지,4.0
늘,5.46
난동,3.0
주관,2.0
주의,2.58
요소,3.0
검,3.32
사제,2.58
과,3.32
비교,1.0
양념,1.0
외국,1.0
부두,2.0
교,2.58
짬뽕,1.0
결합,1.0
지극히,2.0
뿌리,2.0
떡밥,3.0
깔끔,2.58
회수,2.58
과도,2.0
설정,2.0
지우,1.0
진행,3.0
동안,3.81
공포심,2.58
뒤,5.86
무릎,1.0
탁,1.0
재미있었다,1.0
아래,4.32
부,4.0
터스,1.0
포,2.0
막,4.7
포스터,4.91
문구,2.0
각각,2.0
무슨,3.58
말르,3.58
내세우,1.0
누군가,3.58
악은,2.0
불안감,2.0
양분,1.0
삼,2.0
표출,1.0
곧,2.0
자,4.46
벼랑,3.32
내몰,1.0
휘둘리,2.58
약,3.58
별로,1.0
뚜렷,1.0
쉽,2.0
소심,1.0
깊어지,1.0
악령,2.58
자제력,1.0
잃,4.17
사이,4.7
갈피,1.0
잡,4.7
무언가,3.81
강제적,1.0
요구,1.0
제시,2.0
선택,2.0
온전히,1.0
몫,1.0
무시,3.32
겐,1.0
뭐하,2.0
물음,3.0
지도,3.0
대,4.0
아마,4.17
행위,3.58
아무,3.81
움직임,1.0
근거,1.0
충고,2.58
차리,3.81
수호신,5.52
수호,3.0
전반,1.0
걸치,2.0
가면,1.0
등등,3.32
쫓아내,2.58
안타깝,1.0
우리나라,2.0
전통,2.0
주기도,1.0
날,5.46
한말,1.0
떠올리,2.58
또한,4.17
사라지,5.17
전통적,1.0
생각나,2.58
경고,3.32
고기,2.58
명이,4.91
할매,1.0
산신,1.0
무방,1.0
대변,1.0
수상,4.0
풀풀,1.0
풍기,1.0
악한,1.0
바치,3.32
키우,2.58
각종,2.0
일으키,4.17
불르,3.32
불신,1.0
세력,1.0
사고,3.0
거듭나,1.0
동양적,1.0
벗어나,3.0
극대화,2.0
상대,3.81
실체,2.58
두려워하,3.32
바꾸,1.0
농락,1.0
손바닥,2.0
자국,2.58
척,1.0
해치,2.0
그르,1.0
죽이,6.52
강해,1.0
이름,1.0
하여,3.58
얻,2.58
대답,3.58
두려움,4.0
드러내,2.58
강력,2.0
마디,2.0
돕,3.0
조력자,1.0
데려오,2.0
뒤통수,1.0
때리,3.0
편인,2.0
우선,3.0
카메라,3.58
담,3.32
똑같이,2.0
어,4.58
디,3.58
인간적,1.0
어느새,1.0
함께,5.25
마찬가지,1.0
동시,3.81
휘두르,1.0
거짓말,2.58
도와주,1.0
속마음,1.0
없애,1.0
중간,4.81
짚,1.0
불리,2.0
정승,2.58
넘어뜨리,1.0
박,5.75
위치,1.0
정확히,2.0
똑같,2.58
얼굴,3.58
피,5.58
약하,2.0
희생자,3.0
늘리,1.0
보태,1.0
굿판,3.32
강제,1.0
중단,3.58
생명,1.0
그대로,2.0
꺼지,1.0
주술,4.58
그릏,2.58
좀비,4.46
수하,2.58
아무튼,3.0
아마도,2.58
방해,3.32
악영향,1.0
절대악,1.0
약해,1.0
상태,4.58
혼란,3.0
야기,2.0
방편,1.0
님,1.0
넣,2.0
도망가,4.17
다다,1.0
돌아오,5.86
두렵,1.0
도망치,3.58
쏟아지,3.32
굴복,1.0
자주,1.0
금,4.0
어초,4.0
꽃,3.58
해피엔딩,2.0
퇴,1.0
완성,1.0
채로,1.0
우울,1.0
불특정,1.0
다수,2.0
아물,1.0
봐,2.0
식인,1.0
특별,2.0
제공,1.0
먹잇감,1.0
되어가,1.0
완벽,2.0
해소,2.0
궁금증,1.0
대체적,1.0
내가,3.58
이러하,3.58
깊,1.0
도,2.0
단계,4.17
지금쯤,1.0
그제서야,1.0
포인트,2.0
다듬,1.0
대박,3.0
아쉬움,1.0
다하,1.0
걍,2.0
랜,1.0
새벽,3.32
촌마을,1.0
출두,1.0
조,3.81
부부,3.58
흥국,4.32
흔적,2.0
비틀어지,2.58
금어초,1.0
창고,2.58
