word,tf
주신,2.0
우글대,1.0
남자애,1.0
셋,2.58
꼬리,1.0
민감,1.0
결론,3.0
끼치,2.0
슬프,2.0
둘,4.7
본,2.58
피서지,1.0
불금,1.0
다녀오,1.0
포켓,1.0
고로,1.0
난리,2.58
난,3.0
초행,1.0
네티즌,1.0
천재,1.0
봄,1.0
포스터,2.0
웃음,2.58
박진감,1.0
표,2.0
뷰,1.0
다수,2.0
포함,3.0
제작,2.58
직후,3.81
더군다나,1.0
당일,1.0
첫날,2.58
수의,3.0
열기,1.0
새삼,1.0
뚜,1.0
렸,1.0
분위기,2.58
감상,3.0
전혀,3.0
환멸,2.0
날카롭,1.0
지나치,3.81
노골적,1.0
투,2.58
단편적,1.0
악인,1.0
구제,2.0
필요성,1.0
딱히,2.58
냉정,2.0
이건,2.0
지극히,3.0
걸리,3.81
어머니,4.32
불안,1.0
전화,5.09
통,1.0
특유,2.58
묘,1.0
강렬,1.0
시골,3.58
구간,3.0
놈,1.0
읊조리,2.0
사태,4.58
진압,3.81
허무맹랑,1.0
반복,1.0
정확,2.58
최소한,1.0
예방,1.0
모자라,1.0
판,2.58
폭,1.0
선전,1.0
답답,2.58
딘,2.0
미묘,1.0
상기,1.0
꼬맹이,2.0
시선,2.58
성화,2.58
사실상,2.0
끝판,2.0
의상,2.58
멋,2.58
양복,2.0
차림,1.0
실제,1.0
무한,2.0
결정체,1.0
허름,2.0
생존력,1.0
여아,1.0
그지없,1.0
공부,2.58
세속적,2.0
쌈,1.0
싸,2.0
탓,2.0
미끼,2.58
조용하,1.0
낮,2.58
일행,5.46
따라다니,1.0
여성,2.0
가치,1.0
따위,1.0
결정,2.58
메세지,2.0
일지,1.0
주제,2.0
굵,1.0
군데군데,1.0
매끄럽,2.0
섬세,1.0
도구적,1.0
세태,1.0
희망,1.0
풍자,1.0
욕심내,2.0
머니,1.0
음,2.0
굳이,2.0
빼,3.0
나쁘,3.0
아주,4.0
클리셰들,1.0
기일,1.0
가슴,2.58
제외,3.32
올해,1.0
풍년,1.0
이로,1.0
전반적,1.0
지방,1.0
불평,1.0
사라지,1.0
이내,4.17
사고,3.32
온몸,2.0
살아나,2.58
